Batch,Robot,X,Y,neighbor_0,neighbor_1,neighbor_2,neighbor_3,neighbor_4,neighbor_5,neighbor_6,neighbor_7,neighbor_8,neighbor_9,leader
3,8,-0.11920478393914982,0.9368044358036329,0.7994094005851209,1.4829489184322424,0.9763283864857105,2.3736143586814684,0.9077062972284318,1.4711484734179248,1.6997268410188102,0.22116281004760743,,2.2953294514489255,1.4595279714118679
3,9,-0.39421401356583974,-1.3419906875694532,1.7820916337211572,1.513851706468617,2.2398297083149155,0.47400803165402977,1.3907263892487616,1.7839883712954665,1.1326311019293096,2.513888486645638,2.2953294514489255,,1.9351412664574392
4,0,0.38984139114299626,0.24783950209025796,,0.5735926896148498,0.4156676636359947,1.6038963968838749,0.5179807851293475,0.5966708764898649,1.5226760564852047,0.923217395403717,0.7746049148927755,1.6664222435671558,0.6585726586783428
4,1,0.7203882932250907,-0.22093263776398694,0.5735926896148498,,0.6674348283574153,1.2815233381996838,0.846346932874902,0.18994127387661647,1.7072758086242172,1.4927226379742677,1.348059662175136,1.4709162661456892,0.3563620869213376
4,2,0.7554618251081932,0.44558000087517446,0.4156676636359947,0.6674348283574153,,1.8981347509285835,0.9328498943009284,0.5626627000918699,1.9381413346395087,0.9996368015670629,0.9312975451427031,2.0164290131294527,0.5082720296842395
4,3,0.06661593931791739,-1.3231503003048912,1.6038963968838749,1.2815233381996838,1.8981347509285835,,1.3716751074153986,1.4596390452451102,1.372176589921124,2.3990026108864098,2.195412722038058,0.3935630753804186,1.61923825360331
4,4,-0.08468081611458367,0.04015520181069976,0.5179807851293475,0.846346932874902,0.9328498943009284,1.3716751074153986,,0.9665866682120188,1.005599702736953,1.0359808225455995,0.8276167555476777,1.3206368048898678,1.0854238402944063
4,5,0.8709281539514506,-0.10510760655587555,0.5966708764898649,0.18994127387661647,0.5626627000918699,1.4596390452451102,0.9665866682120188,,1.8732986412321972,1.4790952143038099,1.3566629088137465,1.6594874860191016,0.16645464967457402
4,6,-0.9741701903042358,-0.42892838919238485,1.5226760564852047,1.7072758086242172,1.9381413346395087,1.372176589921124,1.005599702736953,1.8732986412321972,,1.779478300884763,1.5780918664307924,1.0558480877355039,2.0202295669901074
4,7,-0.021764492202300756,1.0742237686222151,0.923217395403717,1.4927226379742677,0.9996368015670629,2.3990026108864098,1.0359808225455995,1.4790952143038099,1.779478300884763,,0.21318167874831506,2.352461502727959,1.4825516458452097
4,8,-0.07467080456475464,0.8677114196787288,0.7746049148927755,1.348059662175136,0.9312975451427031,2.195412722038058,0.8276167555476777,1.3566629088137465,1.5780918664307924,0.21318167874831506,,2.141048823473044,1.3812459759306928
4,9,-0.3216903292457389,-1.2590399571685242,1.6664222435671558,1.4709162661456892,2.0164290131294527,0.3935630753804186,1.3206368048898678,1.6594874860191016,1.0558480877355039,2.352461502727959,2.141048823473044,,1.8253895310778545
5,0,0.43973923197670667,0.21214051028302902,,0.4749325585176666,0.3277416768774956,1.483013448651203,0.4686886494223281,0.5000293365185126,1.4314732402726078,0.8941191722585051,0.7497651156715606,1.554572543527375,0.5990790634709199
5,1,0.7231865557236785,-0.16893500690590835,0.4749325585176666,,0.5056893255222705,1.2412295141442584,0.7549882981378366,0.14523052931487762,1.5927753741939326,1.3657937779565452,1.2245053762029852,1.406390215990505,0.32429110300842273
5,2,0.7430260349803707,0.33636499211446774,0.3277416768774956,0.5056893255222705,,1.6995193393972912,0.7963233494150218,0.4329215443551226,1.7587865521439923,0.9842531577502275,0.8993064249264111,1.8143673682657402,0.42329307414376105
5,3,0.06902264376386306,-1.2237905814146761,1.483013448651203,1.2412295141442584,1.6995193393972912,,1.2746761140129437,1.3761252519116278,1.2326587613690982,2.2235675944528945,2.0232484329313283,0.3291239772764948,1.5376547808216572
5,4,0.0003471798121357783,0.04903418118469829,0.4686886494223281,0.7549882981378366,0.7963233494150218,1.2746761140129437,,0.8520855676559834,0.9656001837611133,0.9502138120990862,0.7486203666762725,1.2533372299588557,1.0008546906689324
5,5,0.8418029588319575,-0.08513730073960701,0.5000293365185126,0.14523052931487762,0.4329215443551226,1.3761252519116278,0.8520855676559834,,1.7237234121333005,1.3633201974397862,1.2398085232143463,1.5493787043995553,0.17965150656632303
5,6,-0.8520568148308063,-0.4046079076874115,1.4314732402726078,1.5927753741939326,1.7587865521439923,1.2326587613690982,0.9656001837611133,1.7237234121333005,,1.6501183555302172,1.4563417449579343,0.9756210006194729,1.8957378522159694
5,7,0.015360152895370814,0.9991293865947032,0.8941191722585051,1.3657937779565452,0.9842531577502275,2.2235675944528945,0.9502138120990862,1.3633201974397862,1.6501183555302172,,0.20694173944509694,2.1937133717962514,1.402774094308608
5,8,-0.029311905484832645,0.7970667954882886,0.7497651156715606,1.2245053762029852,0.8993064249264111,2.0232484329313283,0.7486203666762725,1.2398085232143463,1.4563417449579343,0.20694173944509694,,1.9877625075189815,1.3018442592118256
5,9,-0.2568481647768523,-1.177629899451353,1.554572543527375,1.406390215990505,1.8143673682657402,0.3291239772764948,1.2533372299588557,1.5493787043995553,0.9756210006194729,2.1937133717962514,1.9877625075189815,,1.7223470873737226
6,0,0.4843550610942872,0.17506297920841307,,0.3843315201464435,0.26871988491171667,1.36666324844068,0.41737266474732493,0.40901239571432685,1.3362220015947268,0.8637076972826154,0.7215853523245336,1.4461702393765654,0.5445518797216675
6,1,0.717714665559391,-0.13031222014799568,0.3843315201464435,,0.3818065264332416,1.1856312298266554,0.660253498019436,0.11838675446826695,1.469911755262858,1.2457801055308548,1.105581546897338,1.335047159208398,0.3109120209322022
6,2,0.7422081792736751,0.25070784679460745,0.26871988491171667,0.3818065264332416,,1.5313991364040154,0.6860913730111697,0.3235518441678154,1.6026290087666368,0.9628552588786554,0.8663880673837107,1.6463103145044775,0.3595984528300727
6,3,0.08176756798793981,-1.1309583625133746,1.36666324844068,1.1856312298266554,1.5313991364040154,,1.187014617529065,1.2949214707385752,1.1056399060963777,2.054835624098134,1.8570743093006281,0.28613343319001355,1.4567833115936344
6,4,0.08430919720131788,0.056053533951279266,0.41737266474732493,0.660253498019436,0.6860913730111697,1.187014617529065,,0.7415258848529389,0.9247745581251567,0.8681741435692533,0.6722995108307576,1.1887814322680839,0.9174048424760588
6,5,0.8160001253378656,-0.06431682614459888,0.40901239571432685,0.11838675446826695,0.3235518441678154,1.2949214707385752,0.7415258848529389,,1.5787512505296843,1.247963557288495,1.123005223885077,1.450832498685358,0.19491692589663867
6,6,-0.7306584979245417,-0.3810227056875539,1.3362220015947268,1.469911755262858,1.6026290087666368,1.1056399060963777,0.9247745581251567,1.5787512505296843,,1.5222705004106614,1.3351080876376225,0.8902614515946347,1.7721052843123895
6,7,0.053591269545852346,0.9236840731110993,0.8637076972826154,1.2457801055308548,0.9628552588786554,2.054835624098134,0.8681741435692533,1.247963557288495,1.5222705004106614,,0.20200284867123217,2.037463275515641,1.3224529299748033
6,8,0.017168332726901006,0.7249920487498397,0.7215853523245336,1.105581546897338,0.8663880673837107,1.8570743093006281,0.6722995108307576,1.123005223885077,1.3351080876376225,0.20200284867123217,,1.835803375788683,1.2212991267274818
6,9,-0.20241836700717383,-1.0976312573277,1.4461702393765654,1.335047159208398,1.6463103145044775,0.28613343319001355,1.1887814322680839,1.450832498685358,0.8902614515946347,2.037463275515641,1.835803375788683,,1.6280676602583155
7,0,0.5210070122429579,0.14393248504531606,,0.31193619327568506,0.22630230232982063,1.2582243224992284,0.36527087713838274,0.3353844757129806,1.2377875074390607,0.8235792215308543,0.6823327492395709,1.3450535223851479,0.5001508198251183
7,1,0.7100263103716716,-0.10421241941627864,0.31193619327568506,,0.30522159994570375,1.118013895964029,0.5689527798365224,0.10163598741932374,1.3445343895421966,1.1342734731586048,0.9935754968957501,1.2589254004390629,0.30813141520666226
7,2,0.7403821196379438,0.1994959109225597,0.22630230232982063,0.30522159994570375,,1.3964121522434654,0.5915520740114231,0.25449162366798456,1.4613344261571357,0.915956696812033,0.8126075577282853,1.5120128904089505,0.3274142059815194
7,3,0.10213859524012574,-1.0425234538610488,1.2582243224992284,1.118013895964029,1.3964121522434654,,1.1047529064169934,1.2114678257864822,0.9876790934889649,1.890243281315912,1.6946481642930193,0.2581678646245156,1.3758670916944504
7,4,0.1654120009764575,0.060416009737620215,0.36527087713838274,0.5689527798365224,0.5915520740114231,1.1047529064169934,,0.6393681533048949,0.8815252835944675,0.7905851558814566,0.5997324164750962,1.1258872046346502,0.8367719058063176
7,5,0.79535032933014,-0.048988459693384306,0.3353844757129806,0.10163598741932374,0.25449162366798456,1.2114678257864822,0.6393681533048949,,1.4392647803227339,1.1388701199114293,1.0119598824317328,1.3578874007664377,0.2104313590898763
7,6,-0.6102585957506287,-0.35841802778721177,1.2377875074390607,1.3445343895421966,1.4613344261571357,0.9876790934889649,0.8815252835944675,1.4392647803227339,,1.3962843314461837,1.2151864306676319,0.8022372886015776,1.6496654896771228
7,7,0.09322707007117143,0.847698820708561,0.8235792215308543,1.1342734731586048,0.915956696812033,1.890243281315912,0.7905851558814566,1.1388701199114293,1.3962843314461837,,0.19796477387841857,1.8830559473663928,1.2413019121399906
7,8,0.06523634624463627,0.6517228755612036,0.6823327492395709,0.9935754968957501,0.8126075577282853,1.6946481642930193,0.5997324164750962,1.0119598824317328,1.2151864306676319,0.19796477387841857,,1.6851015570603296,1.1395287600196151
7,9,-0.154949056039978,-1.0189313813776493,1.3450535223851479,1.2589254004390629,1.5120128904089505,0.2581678646245156,1.1258872046346502,1.3578874007664377,0.8022372886015776,1.8830559473663928,1.6851015570603296,,1.5401715755083265
8,0,0.5483674448274469,0.12265926110787424,,0.2615939665800077,0.19333256207728214,1.1584123211865607,0.3127711734333217,0.28252500058903,1.1366371277521048,0.7691125398269496,0.6279491231277372,1.2515701468314475,0.467992798264267
8,1,0.7024211974924821,-0.08876175166257479,0.2615939665800077,,0.26197722391860584,1.0409998482843392,0.4850496797138703,0.09208570239467168,1.2191680611454194,1.0303341279342413,0.8879636591850891,1.1782154997545444,0.3105346876920788
8,2,0.73552919539915,0.17111500052336318,0.19333256207728214,0.26197722391860584,,1.281186044948964,0.5058956696281998,0.21488862271727494,1.3277810868884063,0.8490776618103819,0.7413732950748311,1.39775281140635,0.3150002379210714
8,3,0.12747504801930323,-0.9565852413965082,1.1584123211865607,1.0409998482843392,1.281186044948964,,1.0252083577920073,1.1258334588844348,0.8756891764699132,1.7276340021856367,1.5342232537985043,0.23896436678328595,1.2947413316514358
8,4,0.2414826806510505,0.06226432384278098,0.3127711734333217,0.4850496797138703,0.5058956696281998,1.0252083577920073,,0.5479629698022244,0.8343785636055736,0.7167725073260645,0.5304984457766753,1.0635147599831345,0.7610685710078396
8,5,0.7799839367333152,-0.03912509114861026,0.28252500058903,0.09208570239467168,0.21488862271727494,1.1258334588844348,0.5479629698022244,,1.3056217529398173,1.0357537960299783,0.9065602327472421,1.2678608212269906,0.22346776244630207
8,6,-0.4912318453685347,-0.3368810265803386,1.1366371277521048,1.2191680611454194,1.3277810868884063,0.8756891764699132,0.8343785636055736,1.3056217529398173,,1.2724896130830166,1.0974551523251908,0.7139445326353046,1.528810401165255
8,7,0.13467119097894725,0.7710337736164852,0.7691125398269496,1.0303341279342413,0.8490776618103819,1.7276340021856367,0.7167725073260645,1.0357537960299783,1.2724896130830166,,0.1943880211481432,1.7297108138755117,1.15900260041946
8,8,0.11552010551274848,0.5775914341678595,0.6279491231277372,0.8879636591850891,0.7413732950748311,1.5342232537985043,0.5304984457766753,0.9065602327472421,1.0974551523251908,0.1943880211481432,,1.5355330651903705,1.056369513274718
8,9,-0.11098986212767853,-0.9411432460355218,1.2515701468314475,1.1782154997545444,1.39775281140635,0.23896436678328595,1.0635147599831345,1.2678608212269906,0.7139445326353046,1.7297108138755117,1.5355330651903705,,1.4560388330359726
9,0,0.5683941822465147,0.10897543782949866,,0.22671614806178642,0.16679725611867233,1.0639281451073606,0.2626781074152788,0.24438323366779655,1.0339652691611971,0.7028457039708339,0.5615101404705982,1.1627242997012688,0.4451507923937524
9,1,0.6951226827739608,-0.07901418674068593,0.22671614806178642,,0.234941038927832,0.9586392762127992,0.41025625679993094,0.08639105088743011,1.0951654811811942,0.9295599995962769,0.7850168139374663,1.0949864498473736,0.3149498694478836
9,2,0.7291530358097865,0.15344920144064927,0.16679725611867233,0.234941038927832,,1.1745203519829446,0.429055648548856,0.1897339994855612,1.1990582734542814,0.7715289490591019,0.6607824779751726,1.292687273005537,0.3112952544351226
9,3,0.15633029021787848,-0.8719152017617868,1.0639281451073606,0.9586392762127992,1.1745203519829446,,0.9466188874994639,1.038670171428979,0.7679735669876667,1.5656531214323786,1.3751080034353862,0.22494740213401893,1.2132661283770954
9,4,0.30992149144201264,0.06216030968107838,0.2626781074152788,0.41025625679993094,0.429055648548856,0.9466188874994639,,0.46752125445535203,0.7817210562060865,0.645010110726088,0.46310585102115887,1.0003098664460188,0.6928724645079091
9,5,0.7677992055274862,-0.032307263122330857,0.24438323366779655,0.08639105088743011,0.1897339994855612,1.038670171428979,0.46752125445535203,,1.1766181213300808,0.9351496993470527,0.8036680037011024,1.179305367034715,0.234437557153546
9,6,-0.37399411993649345,-0.3164519540251092,1.0339652691611971,1.0951654811811942,1.1990582734542814,0.7679735669876667,0.7817210562060865,1.1766181213300808,,1.1511433872772283,0.9828587541772285,0.6268615487342735,1.4099651346137494
9,7,0.1782350880347694,0.6935846789419939,0.7028457039708339,0.9295599995962769,0.7715289490591019,1.5656531214323786,0.645010110726088,0.9351496993470527,1.1511433872772283,,0.19069508540084365,1.5768233721263247,1.0753405402012388
9,8,0.16848338225551607,0.5031390966082734,0.5615101404705982,0.7850168139374663,0.6607824779751726,1.3751080034353862,0.46310585102115887,0.8036680037011024,0.9828587541772285,0.19069508540084365,,1.3873440245696718,0.9718893126899871
9,9,-0.06847138634574382,-0.8638195275447393,1.1627242997012688,1.0949864498473736,1.292687273005537,0.22494740213401893,1.0003098664460188,1.179305367034715,0.6268615487342735,1.5768233721263247,1.3873440245696718,,1.3739779036095203
10,0,0.5829350350288693,0.10016538996150147,,0.20250084989925185,0.14580770207087385,0.9717771844151073,0.2200458899843869,0.21611526524438898,0.9310011320628199,0.6278328677300269,0.48729792578193126,1.0757469258991947,0.4289245741998354
10,1,0.6887324268648034,-0.07250048996453706,0.20250084989925185,,0.21669359306122335,0.8731112231250989,0.34857119640175904,0.0823961251963867,0.974017652193779,0.8300702899188398,0.6842763095517824,1.0103964570206034,0.31959947298231406
10,2,0.7227597128313422,0.14150478353014684,0.14580770207087385,0.21669359306122335,,1.0721378343313899,0.3653618640716479,0.17223477724473446,1.0753261306109785,0.6878863994142914,0.5760526578074335,1.192530513473493,0.31126480782650895
10,3,0.1879405960809057,-0.787714269311047,0.9717771844151073,0.8731112231250989,1.0721378343313899,,0.8667423620145724,0.9501900324568562,0.6636317695726751,1.4035260306176698,1.2180234777142718,0.21407448290470138,1.131341789898027
10,4,0.3665056615117443,0.060434797491646854,0.2200458899843869,0.34857119640175904,0.3653618640716479,0.8667423620145724,,0.4007350513600712,0.7205297434817923,0.5728926064437107,0.39586977763858405,0.9335697419837564,0.6363705222938355
10,5,0.7575454512163943,-0.027180636401600733,0.21611526524438898,0.0823961251963867,0.17223477724473446,0.9501900324568562,0.4007350513600712,,1.0518074258085326,0.8351079230222458,0.7024621603446513,1.0912357524642122,0.2439733494073848
10,6,-0.2590196462904533,-0.2971700130756935,0.9310011320628199,0.974017652193779,1.0753261306109785,0.6636317695726751,0.7205297434817923,1.0518074258085326,,1.032515934941543,0.8727999676224124,0.5419717774188522,1.2936152775909637
10,7,0.22409922361565393,0.6153459119627983,0.6278328677300269,0.8300702899188398,0.6878863994142914,1.4035260306176698,0.5728926064437107,0.8351079230222458,1.032515934941543,,0.18557131760364176,1.4240564954933097,0.9902891528049568
10,8,0.22402413963241902,0.4297746095490168,0.48729792578193126,0.6842763095517824,0.5760526578074335,1.2180234777142718,0.39586977763858405,0.7024621603446513,0.8727999676224124,0.18557131760364176,,1.241785590450774,0.8870426995845339
10,9,-0.026130739618625644,-0.786553466686204,1.0757469258991947,1.0103964570206034,1.192530513473493,0.21407448290470138,0.9335697419837564,1.0912357524642122,0.5419717774188522,1.4240564954933097,1.241785590450774,,1.2929078276297785
11,0,0.5931334414480525,0.09423095252583862,,0.18590163058085038,0.1301313620800993,0.8798582787740031,0.18786220430184702,0.1952164779150699,0.8288515224463079,0.5465348657041049,0.4104159542397664,0.9886448862444137,0.4176360483505132
11,1,0.6835235870762578,-0.06821607830553976,0.18590163058085038,,0.20418627455058105,0.7852833858420885,0.3016623818290988,0.07952078661779392,0.8568236667265553,0.731440994897803,0.5881629139281994,0.924720199448211,0.3237448891897237
11,2,0.7173067410966973,0.13315604791672697,0.1301313620800993,0.20418627455058105,,0.9723131210081191,0.3175809771224026,0.1595543674779742,0.9574886954862845,0.600746081336315,0.49220797527770194,1.0954368118793798,0.31248361833249977
11,3,0.22184415782799888,-0.7034499727795487,0.8798582787740031,0.7852833858420885,0.9723131210081191,,0.7830304881225961,0.8606459129783756,0.5624414817404566,1.2410898714687002,1.0653683403731677,0.20493220855783123,1.048984451224118
11,4,0.40902180462643223,0.0568797411396905,0.18786220430184702,0.3016623818290988,0.3175809771224026,0.7830304881225961,,0.3493587049829113,0.6495230457353761,0.4988657243799888,0.3294573840349757,0.8605492877738391,0.5937091311064004
11,5,0.7490780420228862,-0.023203091946454625,0.1952164779150699,0.07952078661779392,0.1595543674779742,0.8606459129783756,0.3493587049829113,,0.9318382456593551,0.7353952172753672,0.6053953571747579,1.0032563027842172,0.2519924849493415
11,6,-0.1470075565393303,-0.27884564732974526,0.8288515224463079,0.8568236667265553,0.9574886954862845,0.5624414817404566,0.6495230457353761,0.9318382456593551,,0.9169081217742034,0.7690148307436894,0.4605316827933001,1.1804157021122135
11,7,0.2722061023122284,0.5366176639282085,0.5465348657041049,0.731440994897803,0.600746081336315,1.2410898714687002,0.4988657243799888,0.7353952172753672,0.9169081217742034,,0.17652467326480903,1.2716771666832034,0.9042358512862262
11,8,0.28064125055777395,0.36029464062914174,0.4104159542397664,0.5881629139281994,0.49220797527770194,1.0653683403731677,0.3294573840349757,0.6053953571747579,0.7690148307436894,0.17652467326480903,,1.1014995677543742,0.8045428754672841
11,9,0.016992262183027684,-0.7091867798228669,0.9886448862444137,0.924720199448211,1.0954368118793798,0.20493220855783123,0.8605492877738391,1.0032563027842172,0.4605316827933001,1.2716771666832034,1.1014995677543742,,1.212126272829514
12,0,0.6004389354203972,0.08933216100576505,,0.17348033867980764,0.11828080364841285,0.7867486758587229,0.16485619434374335,0.17885630051206292,0.7288813635774211,0.4626316623016688,0.33802680937508917,0.9007933392635866,0.4058251550491544
